cds,record_type,school_name,district_name,county_name,enrollment_9_12,number_of_test_takers,avg_reading_score,avg_math_score,avg_writing_score,number_scores_gte_1500,percent_scores_gte_1500
30665223033578,S,La Quinta High,Garden Grove Unified,Orange,2161,670,498,558,495,397,59.25
30665223033933,S,Los Amigos High,Garden Grove Unified,Orange,1800,313,435,455,450,73,23.32
30665223035581,S,Pacifica High,Garden Grove Unified,Orange,1765,375,508,530,504,200,53.33
30665223035706,S,Rancho Alamitos High,Garden Grove Unified,Orange,1831,334,465,498,467,126,37.72
30665223036555,S,Santiago High,Garden Grove Unified,Orange,2307,448,447,451,447,114,25.45
30665480000000,D,,Huntington Beach Union High,Orange,16431,2826,524,551,517,1770,62.63
30665483030145,S,Ocean View High,Huntington Beach Union High,Orange,1512,214,498,505,485,101,47.20
30665483030368,S,Coast High,Huntington Beach Union High,Orange,145,4,*,*,*,*,*
30665483031895,S,Edison High,Huntington Beach Union High,Orange,2625,416,534,551,529,282,67.79
30665483032158,S,Fountain Valley High,Huntington Beach Union High,Orange,3699,786,540,576,535,555,70.61
30665483032943,S,Huntington Beach High,Huntington Beach Union High,Orange,2904,548,537,548,527,360,65.69
30665483034410,S,Marina High,Huntington Beach Union High,Orange,2613,431,533,561,524,288,66.82
30665483038445,S,Westminster High,Huntington Beach Union High,Orange,2597,427,469,521,468,184,43.09
30665550000000,D,,Laguna Beach Unified,Orange,986,122,567,567,571,99,81.15
30665553033206,S,Laguna Beach High,Laguna Beach Unified,Orange,828,122,567,567,571,99,81.15
30665556028914,S,Thurston Middle,Laguna Beach Unified,Orange,158,0,NA,NA,NA,NA,NA
30665970000000,D,,Newport-Mesa Unified,Orange,6964,941,512,524,506,508,53.99
30665970111666,S,Early College High,Newport-Mesa Unified,Orange,233,54,482,504,495,23,42.59
30665973030186,S,Monte Vista High,Newport-Mesa Unified,Orange,54,1,*,*,*,*,*
30665973031697,S,Corona del Mar High,Newport-Mesa Unified,Orange,1727,218,571,596,568,174,79.82
30665973031853,S,Costa Mesa High,Newport-Mesa Unified,Orange,1123,135,497,504,488,58,42.96
30665973032000,S,Estancia High,Newport-Mesa Unified,Orange,1213,184,450,462,437,50,27.17
30665973035045,S,Newport Harbor High,Newport-Mesa Unified,Orange,2467,349,519,521,514,202,57.88
30666210000000,D,,Orange Unified,Orange,9354,1370,515,530,513,760,55.47
30666210118174,S,OUSD Home Sch,Orange Unified,Orange,70,2,*,*,*,*,*
30666213030046,S,Canyon High,Orange Unified,Orange,2360,496,538,550,540,322,64.92
30666213031952,S,El Modena High,Orange Unified,Orange,2088,286,518,531,509,164,57.34
30666213035409,S,Orange High,Orange Unified,Orange,1895,165,442,463,440,38,23.03
30666213035748,S,Richland Continuation High,Orange Unified,Orange,295,1,*,*,*,*,*
30666213038098,S,Villa Park High,Orange Unified,Orange,2483,422,513,533,514,236,55.92
30666470000000,D,,Placentia-Yorba Linda Unified,Orange,8559,1501,530,564,530,961,64.02
30666470119404,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,1750,422,540,576,544,292,69.19
30666473030053,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,1810,310,529,558,526,198,63.87
30666473030483,S,La Entrada High,Placentia-Yorba Linda Unified,Orange,75,4,*,*,*,*,*
30666473031929,S,El Dorado High,Placentia-Yorba Linda Unified,Orange,1922,295,525,546,517,187,63.39
30666473038023,S,Valencia High,Placentia-Yorba Linda Unified,Orange,2690,460,526,571,531,279,60.65
30666476119556,S,Parkview,Placentia-Yorba Linda Unified,Orange,69,10,*,*,*,*,*
30666700000000,D,,Santa Ana Unified,Orange,16838,2829,450,465,451,826,29.20
30666700106567,S,Nova Academy,Santa Ana Unified,Orange,432,88,438,433,434,15,17.05
30666700108365,S,Segerstrom High,Santa Ana Unified,Orange,2532,499,466,474,467,160,32.06
30666700114736,S,Hector G. Godinez,Santa Ana Unified,Orange,2615,619,442,469,442,174,28.11
30666703030491,S,Century High,Santa Ana Unified,Orange,1873,256,400,413,402,27,10.55
30666703030608,S,Middle College High,Santa Ana Unified,Orange,319,131,491,503,484,48,36.64
30666703030723,S,OCSA,Santa Ana Unified,Orange,1477,367,579,566,574,299,81.47
30666703034998,S,Lorin Griset Academy,Santa Ana Unified,Orange,349,3,*,*,*,*,*
30666703035821,S,Saddleback High,Santa Ana Unified,Orange,1810,228,397,429,401,28,12.28
30666703036357,S,Santa Ana High,Santa Ana Unified,Orange,2838,350,409,422,407,35,10.00
30666703036456,S,Valley High,Santa Ana Unified,Orange,2221,288,399,428,410,40,13.89
30736350000000,D,,Saddleback Valley Unified,Orange,10221,1696,540,557,528,1153,67.98
30736353030061,S,El Toro High,Saddleback Valley Unified,Orange,2623,446,533,560,527,300,67.26
30736353030244,S,Laguna Hills High,Saddleback Valley Unified,Orange,1709,257,549,553,531,182,70.82
30736353030392,S,Trabuco Hills High,Saddleback Valley Unified,Orange,3053,492,542,561,528,333,67.68
30736353030509,S,Mira Monte High (Alternative),Saddleback Valley Unified,Orange,55,4,*,*,*,*,*
30736353034956,S,Mission Viejo High,Saddleback Valley Unified,Orange,2456,497,539,553,527,335,67.40
30736430000000,D,,Tustin Unified,Orange,7548,1463,524,539,527,879,60.08
30736430102871,S,Arnold O. Beckman High,Tustin Unified,Orange,2554,554,558,592,565,411,74.19
30736433030590,S,Sycamore High (Alternative),Tustin Unified,Orange,13,0,NA,NA,NA,NA,NA
30736433032109,S,Foothill High,Tustin Unified,Orange,2617,498,540,548,547,344,69.08
30736433037553,S,Tustin High,Tustin Unified,Orange,2190,411,459,457,453,124,30.17
30736500000000,D,,Irvine Unified,Orange,8904,1891,588,638,599,1633,86.36
30736503030152,S,Irvine High,Irvine Unified,Orange,1857,352,569,613,585,283,80.40
30736503030285,S,Woodbridge High,Irvine Unified,Orange,2431,512,564,613,573,414,80.86
30736503030467,S,Alternative Education-San Joaquin High,Irvine Unified,Orange,39,2,*,*,*,*,*
30736503030657,S,Northwood High,Irvine Unified,Orange,2017,497,604,658,619,464,93.36
30736503035102,S,University High,Irvine Unified,Orange,2402,528,607,661,615,470,89.02
30739240000000,D,,Los Alamitos Unified,Orange,3231,772,535,547,527,496,64.25
30739243033917,S,Los Alamitos High,Los Alamitos Unified,Orange,3210,772,535,547,527,496,64.25
31000000000000,C,,,Placer,22902,4192,524,534,512,2485,59.28
31103140000000,D,,Placer County Office of Educat,Placer,145,0,NA,NA,NA,NA,NA
31667950000000,D,,Colfax Elementary,Placer,107,0,NA,NA,NA,NA,NA
31667950119214,S,CORE Placer Charter,Colfax Elementary,Placer,107,0,NA,NA,NA,NA,NA
31668450000000,D,,Loomis Union Elementary,Placer,97,8,*,*,*,*,*
31668450121418,S,John Adams Academy,Loomis Union Elementary,Placer,97,8,*,*,*,*,*
31668520000000,D,,Newcastle Elementary,Placer,32,0,NA,NA,NA,NA,NA
31668520127902,S,Squaw Valley Preparatory,Newcastle Elementary,Placer,28,0,NA,NA,NA,NA,NA
31668940000000,D,,Placer Union High,Placer,4236,699,532,538,517,422,60.37
31668940102293,S,Foresthill High,Placer Union High,Placer,192,37,506,519,480,17,45.95
31668943130135,S,Maidu High Independent Study,Placer Union High,Placer,121,3,*,*,*,*,*
31668943131851,S,Colfax High,Placer Union High,Placer,667,122,534,533,523,68,55.74
31668943132453,S,Del Oro High,Placer Union High,Placer,1719,335,535,548,519,224,66.87
31668943135704,S,Placer High,Placer Union High,Placer,1370,202,529,530,517,112,55.45
31669280000000,D,,Roseville Joint Union High,Placer,10219,2206,522,534,512,1308,59.29
31669280116459,S,Antelope High,Roseville Joint Union High,Placer,1810,382,485,480,475,152,39.79
31669283130119,S,Independence High (Alternative),Roseville Joint Union High,Placer,177,4,*,*,*,*,*
31669283130176,S,Woodcreek High,Roseville Joint Union High,Placer,2225,460,530,537,515,289,62.83
31669283130184,S,Granite Bay High,Roseville Joint Union High,Placer,2108,622,552,575,548,465,74.76
31669283135308,S,Oakmont High,Roseville Joint Union High,Placer,1799,330,527,540,509,202,61.21
31669283136504,S,Roseville High,Roseville Joint Union High,Placer,1953,408,501,513,490,200,49.02
31669440000000,D,,Tahoe-Truckee Unified,Placer,1007,191,524,538,509,115,60.21
31669443130010,S,North Tahoe High,Tahoe-Truckee Unified,Placer,326,71,525,535,517,46,64.79
31669443130077,S,Sierra High (Continuation),Tahoe-Truckee Unified,Placer,38,1,*,*,*,*,*
31669443130192,S,Cold Stream Alternative,Tahoe-Truckee Unified,Placer,14,1,*,*,*,*,*
31669443138500,S,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,629,118,522,539,506,67,56.78
31669510000000,D,,Western Placer Unified,Placer,2782,220,493,491,471,90,40.91
31669510122507,S,Partnerships for Student-Centered Learni,Western Placer Unified,Placer,554,12,463,458,426,5,41.67
31669513130036,S,Phoenix High (Continuation),Western Placer Unified,Placer,64,1,*,*,*,*,*
31669513130168,S,Horizon Charter,Western Placer Unified,Placer,591,28,494,477,461,10,35.71
31669513134657,S,Lincoln High,Western Placer Unified,Placer,1567,191,494,494,472,80,41.88
31750850000000,D,,Rocklin Unified,Placer,3956,815,529,541,516,504,61.84
31750850108084,S,Whitney High,Rocklin Unified,Placer,1905,388,517,524,503,209,53.87
31750850128561,S,Rocklin Independent Charter Academy,Rocklin Unified,Placer,88,0,NA,NA,NA,NA,NA
31750853130150,S,Rocklin High,Rocklin Unified,Placer,1862,427,539,557,529,295,69.09
31765700000000,D,,SBE - Western Sierra Collegiat,Placer,321,59,576,536,552,45,76.27
31765700119487,S,Western Sierra Collegiate Academy,SBE - Western Sierra Collegiat,Placer,321,59,576,536,552,45,76.27
32000000000000,C,,,Plumas,712,88,525,526,497,56,63.64
32669690000000,D,,Plumas Unified,Plumas,704,88,525,526,497,56,63.64
32669693230083,S,Plumas Charter,Plumas Unified,Plumas,95,6,*,*,*,*,*
32669693232006,S,Chester Junior/Senior High,Plumas Unified,Plumas,130,22,484,535,476,10,45.45
32669693233509,S,Greenville Junior/Senior High,Plumas Unified,Plumas,66,5,*,*,*,*,*
32669693235603,S,Portola Junior/Senior High,Plumas Unified,Plumas,169,22,523,515,483,13,59.09
32669693236007,S,Quincy Junior/Senior High,Plumas Unified,Plumas,225,33,558,541,531,27,81.82
33000000000000,C,,,Riverside,134026,18780,471,477,466,6755,35.97
33103300000000,D,,Riverside County Office of Edu,Riverside,2447,68,500,471,484,33,48.53
33103300110833,S,River Springs Charter,Riverside County Office of Edu,Riverside,925,68,500,471,484,33,48.53
33103300125237,S,Riverside County Education Academy,Riverside County Office of Edu,Riverside,94,0,NA,NA,NA,NA,NA
33103300128397,S,Come Back Kids,Riverside County Office of Edu,Riverside,209,0,NA,NA,NA,NA,NA
33103300128777,S,Gateway College and Career Academy,Riverside County Office of Edu,Riverside,153,0,NA,NA,NA,NA,NA
33103303330404,S,Riverside County Opportunity,Riverside County Office of Edu,Riverside,92,0,NA,NA,NA,NA,NA
33316250000000,D,,California School for the Deaf,Riverside,205,2,*,*,*,*,*
33316253330834,S,California School for the Deaf-Riverside,California School for the Deaf,Riverside,205,2,*,*,*,*,*
33669770000000,D,,Alvord Unified,Riverside,5899,725,458,470,454,220,30.34
33669770125732,S,Hillcrest High,Alvord Unified,Riverside,855,0,NA,NA,NA,NA,NA
33669770126896,S,Alvord Alternative Continuation High,Alvord Unified,Riverside,131,0,NA,NA,NA,NA,NA
33669773330008,S,La Sierra High,Alvord Unified,Riverside,2499,449,464,477,458,147,32.74
33669773334299,S,Norte Vista High,Alvord Unified,Riverside,2176,276,449,459,447,73,26.45
33669850000000,D,,Banning Unified,Riverside,1270,137,428,415,422,18,13.14
33669853330214,S,Banning High,Banning Unified,Riverside,1115,137,428,415,422,18,13.14
33669853330974,S,Banning Independent Study,Banning Unified,Riverside,78,0,NA,NA,NA,NA,NA
33669930000000,D,,Beaumont Unified,Riverside,2718,312,468,467,469,114,36.54
33669933330479,S,Beaumont Senior High,Beaumont Unified,Riverside,2608,312,468,467,469,114,36.54
33670330000000,D,,Corona-Norco Unified,Riverside,17521,2999,487,501,483,1354,45.15
33670330110627,S,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,3652,672,478,490,482,278,41.37
33670330110759,S,John F. Kennedy High,Corona-Norco Unified,Riverside,532,171,505,496,490,79,46.20
33670333330131,S,Corona-Norco Alternative,Corona-Norco Unified,Riverside,124,0,NA,NA,NA,NA,NA
33670333330446,S,Centennial High,Corona-Norco Unified,Riverside,3312,591,494,513,484,284,48.05
33670333330586,S,Lee V. Pollard High,Corona-Norco Unified,Riverside,807,4,*,*,*,*,*
33670333330701,S,Santiago High,Corona-Norco Unified,Riverside,3603,808,499,513,493,407,50.37
33670333331600,S,Corona High,Corona-Norco Unified,Riverside,2967,438,468,483,468,166,37.90
33670333334232,S,Norco High,Corona-Norco Unified,Riverside,2314,315,483,499,476,140,44.44
33670580000000,D,,Desert Sands Unified,Riverside,9484,1399,473,472,471,501,35.81
33670580118885,S,Shadow Hills High,Desert Sands Unified,Riverside,1713,213,437,432,439,44,20.66
33670583330388,S,Palm Desert High,Desert Sands Unified,Riverside,2003,378,518,517,509,213,56.35
33670583330669,S,La Quinta High,Desert Sands Unified,Riverside,2858,540,476,482,470,191,35.37
33670583330909,S,Horizon,Desert Sands Unified,Riverside,233,2,*,*,*,*,*
33670583333192,S,Indio High,Desert Sands Unified,Riverside,1999,266,431,419,446,53,19.92
33670820000000,D,,Hemet Unified,Riverside,7051,713,472,472,467,245,34.36
33670820106716,S,Hamilton High,Hemet Unified,Riverside,327,22,530,544,533,13,59.09
33670820113159,S,Tahquitz High,Hemet Unified,Riverside,1607,168,451,440,446,44,26.19
33670820128363,S,College Prep High,Hemet Unified,Riverside,194,1,*,*,*,*,*
33670823330503,S,Helen Hunt Jackson Alternative High,Hemet Unified,Riverside,248,5,*,*,*,*,*
33670823330537,S,West Valley High,Hemet Unified,Riverside,1751,233,463,463,467,72,30.90
33670823332673,S,Hemet High,Hemet Unified,Riverside,2382,285,486,494,474,115,40.35
33670900000000,D,,Jurupa Unified,Riverside,6012,662,452,462,448,179,27.04
33670900114157,S,Patriot High,Jurupa Unified,Riverside,2158,237,468,483,455,78,32.91
33670900127720,S,Rivercrest Preparatory,Jurupa Unified,Riverside,30,1,*,*,*,*,*
33670903330412,S,Jurupa Valley High,Jurupa Unified,Riverside,1651,232,440,457,439,57,24.57
33670903337136,S,Rubidoux High,Jurupa Unified,Riverside,1716,193,446,444,449,44,22.80
33671160000000,D,,Menifee Union Elementary,Riverside,369,30,526,498,511,17,56.67
33671160109843,S,Santa Rosa Academy,Menifee Union Elementary,Riverside,369,30,526,498,511,17,56.67
33671240000000,D,,Moreno Valley Unified,Riverside,10401,1363,441,446,438,304,22.30
33671240128868,S,Moreno Valley Online Academy,Moreno Valley Unified,Riverside,60,0,NA,NA,NA,NA,NA
33671243330396,S,Canyon Springs High,Moreno Valley Unified,Riverside,2424,365,449,454,442,95,26.03
33671243330438,S,Valley View High,Moreno Valley Unified,Riverside,2604,401,447,456,447,99,24.69
33671243330685,S,Moreno Valley Community Learning Center,Moreno Valley Unified,Riverside,46,0,NA,NA,NA,NA,NA
33671243330958,S,March Valley,Moreno Valley Unified,Riverside,118,0,NA,NA,NA,NA,NA
33671243331071,S,Vista del Lago High,Moreno Valley Unified,Riverside,2236,266,437,434,434,57,21.43
33671243333770,S,Moreno Valley High,Moreno Valley Unified,Riverside,2356,331,427,436,425,53,16.01
33671570000000,D,,Nuview Union,Riverside,578,164,466,473,472,54,32.93
33671570120279,S,Mosaica Online Academy of Southern Calif,Nuview Union,Riverside,19,2,*,*,*,*,*
33671573331014,S,Nuview Bridge Early College High,Nuview Union,Riverside,552,162,464,472,470,53,32.72
33671730000000,D,,Palm Springs Unified,Riverside,7110,911,459,460,452,269,29.53
33671730127316,S,Rancho Mirage High,Palm Springs Unified,Riverside,877,0,NA,NA,NA,NA,NA
33671733330578,S,Cathedral City High,Palm Springs Unified,Riverside,2049,395,451,449,442,101,25.57
33671733330818,S,Desert Hot Springs High,Palm Springs Unified,Riverside,1750,142,444,449,450,35,24.65
33671733330925,S,Ramon Alternative Center,Palm Springs Unified,Riverside,62,0,NA,NA,NA,NA,NA
33671733335130,S,Palm Springs High,Palm Springs Unified,Riverside,1907,374,473,477,462,133,35.56
33671810000000,D,,Palo Verde Unified,Riverside,1041,89,454,462,438,27,30.34
33671813335759,S,Palo Verde High,Palo Verde Unified,Riverside,933,89,454,462,438,27,30.34
33672070000000,D,,Perris Union High,Riverside,8757,1061,449,456,443,287,27.05
33672070101170,S,California Military Institute,Perris Union High,Riverside,538,75,433,434,427,15,20.00
33672070113191,S,Heritage High,Perris Union High,Riverside,2626,372,449,451,448,96,25.81
33672073330727,S,Paloma Valley High,Perris Union High,Riverside,2735,320,484,490,462,131,40.94
33672073335973,S,Perris High,Perris Union High,Riverside,2430,294,416,429,419,45,15.31
33672150000000,D,,Riverside Unified,Riverside,13803,2040,473,488,472,763,37.40
33672150106526,S,Gateway to College Early College High,Riverside Unified,Riverside,35,1,*,*,*,*,*
33672150115709,S,Riverside Virtual,Riverside Unified,Riverside,76,6,*,*,*,*,*
33672150126235,S,Riverside STEM Academy,Riverside Unified,Riverside,62,0,NA,NA,NA,NA,NA
33672153330024,S,Arlington High,Riverside Unified,Riverside,2066,341,449,456,446,79,23.17
33672153330362,S,Summit View Independent Study,Riverside Unified,Riverside,345,4,*,*,*,*,*
33672153330511,S,Opportunity Program,Riverside Unified,Riverside,74,0,NA,NA,NA,NA,NA
33672153330859,S,Martin Luther King Jr. High,Riverside Unified,Riverside,3325,539,499,523,494,274,50.83
33672153334406,S,John W. North High,Riverside Unified,Riverside,2300,433,467,483,466,146,33.72
33672153336237,S,Polytechnic High,Riverside Unified,Riverside,2789,392,492,499,488,179,45.66
33672153336492,S,Ramona High,Riverside Unified,Riverside,2216,323,439,458,451,81,25.08
33672153336955,S,Abraham Lincoln Continuation,Riverside Unified,Riverside,248,1,*,*,*,*,*
33672490000000,D,,San Jacinto Unified,Riverside,2972,313,435,431,429,50,15.97
33672493331006,S,Mountain Heights Academy,San Jacinto Unified,Riverside,160,0,NA,NA,NA,NA,NA
33672493337649,S,Mountain View High,San Jacinto Unified,Riverside,257,1,*,*,*,*,*
33672493337656,S,San Jacinto High,San Jacinto Unified,Riverside,2390,282,431,427,425,39,13.83
33672496114748,S,San Jacinto Valley Academy,San Jacinto Unified,Riverside,159,30,468,475,458,10,33.33
33736760000000,D,,Coachella Valley Unified,Riverside,5197,503,413,421,422,77,15.31
33736760100255,S,Desert Mirage High,Coachella Valley Unified,Riverside,1958,216,405,393,418,25,11.57
33736760121673,S,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,214,21,415,419,420,0,0.00
33736763330354,S,West Shores High,Coachella Valley Unified,Riverside,263,30,411,391,412,2,6.67
33736763330990,S,Coachella Valley High,Coachella Valley Unified,Riverside,2663,257,421,448,427,50,19.46
33751760000000,D,,Lake Elsinore Unified,Riverside,6884,812,478,488,473,311,38.30
33751760107920,S,Lakeside High,Lake Elsinore Unified,Riverside,1942,260,457,465,457,73,28.08
33751760116343,S,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,179,1,*,*,*,*,*
33751760124859,S,Southern California Online Academy,Lake Elsinore Unified,Riverside,163,4,*,*,*,*,*
33751763330487,S,Temescal Canyon High,Lake Elsinore Unified,Riverside,2139,280,490,506,486,130,46.43
33751763332350,S,Elsinore High,Lake Elsinore Unified,Riverside,2210,271,484,492,476,108,39.85
33751920000000,D,,Temecula Valley Unified,Riverside,10075,1946,512,509,499,1012,52.00
33751920105734,S,Great Oak High,Temecula Valley Unified,Riverside,3650,722,519,522,507,405,56.09
33751923330370,S,Temecula Valley High,Temecula Valley Unified,Riverside,2694,504,504,493,487,238,47.22
33751923330495,S,Rancho Vista High,Temecula Valley Unified,Riverside,224,1,*,*,*,*,*
33751923330636,S,Susan H. Nelson,Temecula Valley Unified,Riverside,164,6,*,*,*,*,*
33751923330743,S,Chaparral High,Temecula Valley Unified,Riverside,3028,630,507,506,496,317,50.32
33751923330917,S,Temecula Preparatory,Temecula Valley Unified,Riverside,301,83,538,522,529,49,59.04
33752000000000,D,,Murrieta Valley Unified,Riverside,8219,1556,496,499,490,713,45.82
33752000100420,S,Vista Murrieta High,Murrieta Valley Unified,Riverside,3429,614,489,494,489,274,44.63
33752000102079,S,Tenaja Canyon Academy,Murrieta Valley Unified,Riverside,103,1,*,*,*,*,*
33752000118794,S,Murrieta Mesa High,Murrieta Valley Unified,Riverside,2133,462,490,496,480,193,41.77
33752003330529,S,Murrieta Valley High,Murrieta Valley Unified,Riverside,2352,479,511,510,501,246,51.36
33752420000000,D,,Val Verde Unified,Riverside,6013,975,435,442,429,207,21.23
33752420109108,S,Citrus Hill High,Val Verde Unified,Riverside,2270,395,422,435,413,72,18.23
33752420109652,S,Val Verde Student Success Academy,Val Verde Unified,Riverside,17,0,NA,NA,NA,NA,NA
33752420123190,S,Val Verde Academy,Val Verde Unified,Riverside,101,0,NA,NA,NA,NA,NA
33752423330552,S,Rancho Verde High,Val Verde Unified,Riverside,3241,579,445,446,440,135,23.32
33752423330560,S,Val Verde High,Val Verde Unified,Riverside,371,1,*,*,*,*,*
34000000000000,C,,,Sacramento,72912,10082,495,509,486,4793,47.54
34103480000000,D,,Sacramento County Office of Ed,Sacramento,615,0,NA,NA,NA,NA,NA
34673140000000,D,,Elk Grove Unified,Sacramento,19405,3714,491,511,482,1753,47.20
34673140105916,S,Monterey Trail High,Elk Grove Unified,Sacramento,2172,446,464,480,452,146,32.74
34673140108753,S,Pleasant Grove High,Elk Grove Unified,Sacramento,2507,546,520,555,504,339,62.09
34673140116897,S,Cosumnes Oaks High,Elk Grove Unified,Sacramento,2036,414,509,519,495,218,52.66
34673143430170,S,Valley High,Elk Grove Unified,Sacramento,1500,256,429,439,431,52,20.31
34673143430311,S,Calvine High,Elk Grove Unified,Sacramento,236,1,*,*,*,*,*
34673143430352,S,Las Flores High (Alternative),Elk Grove Unified,Sacramento,123,0,NA,NA,NA,NA,NA
34673143430477,S,Florin High,Elk Grove Unified,Sacramento,1476,218,429,467,428,56,25.69
34673143430592,S,Laguna Creek High,Elk Grove Unified,Sacramento,1648,321,495,506,483,159,49.53
34673143430618,S,Sheldon High,Elk Grove Unified,Sacramento,2342,440,488,502,473,188,42.73
34673143430873,S,Franklin High,Elk Grove Unified,Sacramento,2729,751,509,533,507,420,55.93
34673143432002,S,Daylor (William) High (Continuation),Elk Grove Unified,Sacramento,148,1,*,*,*,*,*
34673143432572,S,Elk Grove High,Elk Grove Unified,Sacramento,1794,313,504,530,500,172,54.95
34673146112254,S,Elk Grove Charter,Elk Grove Unified,Sacramento,236,7,*,*,*,*,*
34673220000000,D,,Elverta Joint Elementary,Sacramento,17,0,NA,NA,NA,NA,NA
34673220127860,S,Alpha Charter,Elverta Joint Elementary,Sacramento,17,0,NA,NA,NA,NA,NA
34673300000000,D,,Folsom-Cordova Unified,Sacramento,5659,883,537,556,528,604,68.40
34673300113571,S,Vista del Lago High,Folsom-Cordova Unified,Sacramento,1446,330,550,565,544,238,72.12
34673303430501,S,Walnutwood High (Independent Study),Folsom-Cordova Unified,Sacramento,140,4,*,*,*,*,*
34673303430709,S,Folsom Lake High,Folsom-Cordova Unified,Sacramento,74,1,*,*,*,*,*
34673303431533,S,Cordova High,Folsom-Cordova Unified,Sacramento,1703,152,483,498,470,65,42.76
34673303433216,S,Folsom High,Folsom-Cordova Unified,Sacramento,2062,395,546,571,537,297,75.19
34673303434792,S,Kinney High (Continuation),Folsom-Cordova Unified,Sacramento,169,1,*,*,*,*,*
34673550000000,D,,Galt Joint Union High,Sacramento,2319,188,493,510,481,96,51.06
34673550119131,S,Liberty Ranch High,Galt Joint Union High,Sacramento,1192,125,504,518,488,71,56.80
34673553433471,S,Galt High,Galt Joint Union High,Sacramento,967,63,471,493,467,25,39.68
34674130000000,D,,River Delta Joint Unified,Sacramento,668,85,494,479,492,40,47.06
34674130112078,S,Clarksburg Middle,River Delta Joint Unified,Sacramento,78,0,NA,NA,NA,NA,NA
34674133430469,S,River Delta High/Elementary (Alternative,River Delta Joint Unified,Sacramento,14,0,NA,NA,NA,NA,NA
34674134835302,S,Rio Vista High,River Delta Joint Unified,Sacramento,356,50,495,482,489,26,52.00
34674135731708,S,Delta High,River Delta Joint Unified,Sacramento,195,35,493,474,495,14,40.00
34674390000000,D,,Sacramento City Unified,Sacramento,13038,1851,472,487,466,711,38.41
34674390101881,S,New Technology High,Sacramento City Unified,Sacramento,279,32,398,415,415,3,9.38
34674390101899,S,George Washington Carver School of Arts,Sacramento City Unified,Sacramento,299,39,558,502,535,23,58.97
34674390101907,S,The MET,Sacramento City Unified,Sacramento,306,46,512,478,482,18,39.13
34674390101972,S,Rosemont High,Sacramento City Unified,Sacramento,1347,135,465,488,457,43,31.85
34674390102038,S,Sacramento Charter High,Sacramento City Unified,Sacramento,926,206,413,410,412,24,11.65
34674390108951,S,Arthur A. Benjamin Health Professions Hi,Sacramento City Unified,Sacramento,263,41,414,450,427,8,19.51
34674390114546,S,School of Engineering & Sciences,Sacramento City Unified,Sacramento,237,39,482,483,438,11,28.21
34674393430154,S,American Legion High (Continuation),Sacramento City Unified,Sacramento,326,1,*,*,*,*,*
34674393430519,S,Capital City Independent Study,Sacramento City Unified,Sacramento,545,2,*,*,*,*,*
34674393430865,S,West Campus,Sacramento City Unified,Sacramento,861,272,511,529,514,157,57.72
34674393431012,S,Luther Burbank High,Sacramento City Unified,Sacramento,1645,251,398,425,395,30,11.95
34674393434636,S,Hiram W. Johnson High,Sacramento City Unified,Sacramento,1496,128,412,434,409,17,13.28
34674393434768,S,John F. Kennedy High,Sacramento City Unified,Sacramento,2112,321,487,514,479,149,46.42
34674393435419,S,C. K. McClatchy High,Sacramento City Unified,Sacramento,2295,338,542,551,527,228,67.46
34674470000000,D,,San Juan Unified,Sacramento,16411,2017,528,537,517,1179,58.45
34674470121467,S,Aspire Alexander Twilight Secondary Acad,San Juan Unified,Sacramento,68,10,*,*,*,*,*
34674473430048,S,Mesa Verde High,San Juan Unified,Sacramento,944,102,443,455,445,26,25.49
34674473430097,S,La Entrada Continuation High,San Juan Unified,Sacramento,79,1,*,*,*,*,*
34674473430386,S,El Sereno Alternative Education,San Juan Unified,Sacramento,221,10,*,*,*,*,*
34674473430493,S,Bella Vista High,San Juan Unified,Sacramento,2069,359,546,561,531,246,68.52
34674473430691,S,Options for Youth-San Juan,San Juan Unified,Sacramento,933,12,479,453,462,6,50.00
34674473430717,S,Visions In Education,San Juan Unified,Sacramento,2325,57,524,500,491,26,45.61
34674473430758,S,San Juan Choices Charter,San Juan Unified,Sacramento,167,2,*,*,*,*,*
34674473431111,S,Casa Roble Fundamental High,San Juan Unified,Sacramento,1372,204,486,490,477,85,41.67
34674473432051,S,Del Campo High,San Juan Unified,Sacramento,1843,256,504,489,489,117,45.70
34674473432317,S,El Camino Fundamental High,San Juan Unified,Sacramento,1592,287,516,523,502,156,54.36
34674473432838,S,Encina Preparatory High,San Juan Unified,Sacramento,610,46,404,391,387,4,8.70
34674473435930,S,Mira Loma High,San Juan Unified,Sacramento,1656,325,599,629,592,273,84.00
34674473436714,S,Rio Americano High,San Juan Unified,Sacramento,1569,327,551,561,545,231,70.64
34674473438504,S,San Juan High,San Juan Unified,Sacramento,720,29,419,444,419,4,13.79
34739730000000,D,,Center Joint Unified,Sacramento,1471,172,495,519,475,81,47.09
34739730106377,S,Global Youth Charter,Center Joint Unified,Sacramento,66,5,*,*,*,*,*
34739733430378,S,Center High,Center Joint Unified,Sacramento,1264,167,497,523,476,81,48.50
34739733430816,S,Antelope View Charter,Center Joint Unified,Sacramento,36,0,NA,NA,NA,NA,NA
