OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
700032,f2ea2b02,10/24/2011 11:45:00 PM,Monday,Oct,24,2011,23,10,25,2011,FELONY ASSAULT,FELONY,C,68,BROOKLYN,N.Y. POLICE DEPT,980780,168236,"(40.628453006, -74.012502417)"
700033,ab59578,10/24/2011 11:50:00 PM,Monday,Oct,24,2011,23,10,25,2011,BURGLARY,FELONY,H,14,MANHATTAN,N.Y. POLICE DEPT,986685,215375,"(40.7578390030001, -73.991212111)"
700034,51efd2cb,11/05/2011 12:00:00 AM,Saturday,Nov,5,2011,0,11,17,2011,GRAND LARCENY,FELONY,C,83,BROOKLYN,N.Y. POLICE DEPT,1007497,190501,"(40.6895356960001, -73.9161753829999)"
700035,c715fa6f,11/05/2011 12:00:00 AM,Saturday,Nov,5,2011,0,11,19,2011,GRAND LARCENY,FELONY,C,102,QUEENS,N.Y. POLICE DEPT,1027794,190784,"(40.690235882, -73.842984981)"
700036,d5dfd011,11/05/2011 12:00:00 AM,Saturday,Nov,5,2011,0,11,22,2011,GRAND LARCENY,FELONY,D,49,BRONX,N.Y. POLICE DEPT,1021657,251013,"(40.8555765770001, -73.864779265)"
700037,a9353c21,11/05/2011 12:01:00 AM,Saturday,Nov,5,2011,0,11,5,2011,GRAND LARCENY,FELONY,E,101,QUEENS,N.Y. POLICE DEPT,1050201,157794,"(40.5995471640001, -73.762509828)"
700038,df1b9662,11/05/2011 12:01:00 AM,Saturday,Nov,5,2011,0,11,8,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,67,BROOKLYN,N.Y. POLICE DEPT,997976,173170,"(40.6419858350001, -73.950542308)"
700039,1c7b754b,11/05/2011 12:01:00 AM,Saturday,Nov,5,2011,0,11,9,2011,GRAND LARCENY,FELONY,M,105,QUEENS,N.Y. POLICE DEPT,1061876,209710,"(40.7419496640001, -73.719870204)"
700040,de1b5d66,09/05/2013 03:35:00 AM,Thursday,Sep,5,2013,3,9,5,2013,ROBBERY,FELONY,H,43,BRONX,N.Y. POLICE DEPT,1017663,243304,"(40.8344336690001, -73.8792555269999)"
700041,1079ad5e,09/05/2013 03:58:00 AM,Thursday,Sep,5,2013,3,9,5,2013,BURGLARY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,986077,208581,"(40.739191325, -73.993408584)"
700042,31ddf674,09/05/2013 04:00:00 AM,Thursday,Sep,5,2013,4,9,9,2013,BURGLARY,FELONY,F,101,QUEENS,N.Y. POLICE DEPT,1046288,156537,"(40.5961252180001, -73.776612143)"
700043,92134751,09/05/2013 04:00:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,A,100,QUEENS,N.Y. POLICE DEPT,1039786,157515,"(40.598852751, -73.800016719)"
700044,d16c3615,09/05/2013 04:00:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,H,106,QUEENS,N.Y. POLICE DEPT,1034171,187027,"(40.6798901240001, -73.8200178829999)"
700045,99881cc,09/05/2013 04:00:00 AM,Thursday,Sep,5,2013,4,9,5,2013,BURGLARY,FELONY,G,20,MANHATTAN,N.Y. POLICE DEPT,990910,224857,"(40.7838624520001, -73.975952223)"
700046,1c7ff2d9,09/05/2013 04:00:00 AM,Thursday,Sep,5,2013,4,9,5,2013,BURGLARY,FELONY,G,52,BRONX,N.Y. POLICE DEPT,1013999,254376,"(40.8648361200001, -73.892447136)"
700047,292e129c,09/05/2013 04:00:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,,28,MANHATTAN,N.Y. POLICE DEPT,997376,233927,"(40.8087499040001, -73.9525858059999)"
700048,62565330,09/05/2013 04:10:00 AM,Thursday,Sep,5,2013,4,9,5,2013,BURGLARY,FELONY,C,75,BROOKLYN,N.Y. POLICE DEPT,1019624,188346,"(40.6835805600001, -73.872458153)"
700049,49a42ad4,09/05/2013 04:12:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,J,77,BROOKLYN,N.Y. POLICE DEPT,1005239,185097,"(40.6747085910001, -73.924334304)"
700050,1f3fa0ce,09/05/2013 04:20:00 AM,Thursday,Sep,5,2013,4,9,5,2013,ROBBERY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1014719,211444,"(40.7469972490001, -73.8900388929999)"
700051,9acbedeb,09/05/2013 04:24:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,G,70,BROOKLYN,N.Y. POLICE DEPT,998114,171477,"(40.6373386980001, -73.950048529)"
700052,a7abc45b,09/05/2013 04:24:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,G,70,BROOKLYN,N.Y. POLICE DEPT,998114,171477,"(40.6373386980001, -73.950048529)"
700053,103f7ea9,09/05/2013 04:30:00 AM,Thursday,Sep,5,2013,4,9,5,2013,ROBBERY,FELONY,C,61,BROOKLYN,N.Y. TRANSIT POLICE,996967,153279,"(40.587390656, -73.9542155139999)"
700054,f1d44ec0,09/05/2013 04:30:00 AM,Thursday,Sep,5,2013,4,9,5,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,113,QUEENS,N.Y. POLICE DEPT,1048551,184767,"(40.6735941790001, -73.768194471)"
700055,390f537d,09/05/2013 04:30:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,G,5,MANHATTAN,N.Y. POLICE DEPT,983903,200257,"(40.716344152, -74.001253193)"
700056,727617be,09/05/2013 04:30:00 AM,Thursday,Sep,5,2013,4,9,5,2013,BURGLARY,FELONY,C,34,MANHATTAN,N.Y. POLICE DEPT,1004405,253314,"(40.8619483680001, -73.927136388)"
700057,2cd8c6cc,09/05/2013 04:40:00 AM,Thursday,Sep,5,2013,4,9,5,2013,BURGLARY,FELONY,E,101,QUEENS,N.Y. POLICE DEPT,1050938,155632,"(40.593607417, -73.7598772219999)"
700058,b4107713,09/05/2013 04:40:00 AM,Thursday,Sep,5,2013,4,9,5,2013,RAPE,FELONY,F,73,BROOKLYN,N.Y. HOUSING POLICE,1008276,183623,"(40.670655072, -73.91339092)"
700059,456de3df,09/05/2013 04:43:00 AM,Thursday,Sep,5,2013,4,9,5,2013,FELONY ASSAULT,FELONY,C,62,BROOKLYN,N.Y. POLICE DEPT,983393,158818,"(40.602603179, -74.0030876609999)"
700060,9202b027,02/21/2012 07:00:00 AM,Tuesday,Feb,21,2012,7,2,21,2012,GRAND LARCENY,FELONY,I,114,QUEENS,N.Y. POLICE DEPT,1002457,213000,"(40.7513018220001, -73.934288191)"
700061,2f808344,02/21/2012 07:00:00 AM,Tuesday,Feb,21,2012,7,5,24,2012,GRAND LARCENY,FELONY,E,43,BRONX,N.Y. POLICE DEPT,1018695,239982,"(40.8253117740001, -73.875543208)"
700062,7abc0486,02/21/2012 07:15:00 AM,Tuesday,Feb,21,2012,7,2,21,2012,FELONY ASSAULT,FELONY,J,43,BRONX,N.Y. POLICE DEPT,1022442,245283,"(40.8398460720001, -73.8619742179999)"
700063,5ba0d3e4,02/21/2012 07:30:00 AM,Tuesday,Feb,21,2012,7,2,21,2012,BURGLARY,FELONY,K,45,BRONX,N.Y. POLICE DEPT,1026575,244576,"(40.837886724, -73.847041901)"
700064,6e06eec4,02/21/2012 07:30:00 AM,Tuesday,Feb,21,2012,7,2,21,2012,BURGLARY,FELONY,H,50,BRONX,N.Y. POLICE DEPT,1009666,262492,"(40.8871255660001, -73.9080818309999)"
700065,75323641,02/21/2012 07:35:00 AM,Tuesday,Feb,21,2012,7,2,22,2012,BURGLARY,FELONY,H,41,BRONX,N.Y. POLICE DEPT,1014898,240241,"(40.826036645, -73.8892615029999)"
700066,8afbc98e,02/21/2012 07:50:00 AM,Tuesday,Feb,21,2012,7,2,21,2012,FELONY ASSAULT,FELONY,C,19,MANHATTAN,N.Y. POLICE DEPT,996349,222907,"(40.778504447, -73.956315535)"
700067,f10b8f55,02/21/2012 08:00:00 AM,Tuesday,Feb,21,2012,8,3,7,2012,GRAND LARCENY,FELONY,C,105,QUEENS,N.Y. POLICE DEPT,1057611,180316,"(40.6613067860001, -73.7355815299999)"
700068,b8d3ebbb,02/21/2012 08:00:00 AM,Tuesday,Feb,21,2012,8,3,16,2012,GRAND LARCENY,FELONY,M,77,BROOKLYN,N.Y. POLICE DEPT,1004580,183838,"(40.671254457, -73.926713851)"
700069,2962c5a7,02/21/2012 08:30:00 AM,Tuesday,Feb,21,2012,8,2,21,2012,FELONY ASSAULT,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1013995,187170,"(40.6803734150001, -73.892759054)"
700070,82ae4273,02/21/2012 08:30:00 AM,Tuesday,Feb,21,2012,8,2,21,2012,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,989361,214512,"(40.7554691460001, -73.98155352)"
700071,e3b0a181,02/21/2012 09:00:00 AM,Tuesday,Feb,21,2012,9,3,31,2012,GRAND LARCENY,FELONY,G,101,QUEENS,N.Y. HOUSING POLICE,1043643,155650,"(40.5937087080001, -73.78614414)"
700072,3f242617,02/21/2012 09:00:00 AM,Tuesday,Feb,21,2012,9,2,21,2012,BURGLARY,FELONY,E,72,BROOKLYN,N.Y. POLICE DEPT,982725,174740,"(40.646305651, -74.005496857)"
700073,26d6bb0f,02/21/2012 09:00:00 AM,Tuesday,Feb,21,2012,9,12,11,2013,GRAND LARCENY,FELONY,F,102,QUEENS,N.Y. POLICE DEPT,1032686,195689,"(40.703673522, -73.825309561)"
700074,8ea3666f,02/21/2012 09:00:00 AM,Tuesday,Feb,21,2012,9,2,21,2012,GRAND LARCENY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1020535,214241,"(40.754652349, -73.8690339)"
700075,71d57e1,02/21/2012 09:00:00 AM,Tuesday,Feb,21,2012,9,2,21,2012,GRAND LARCENY,FELONY,B,20,MANHATTAN,N.Y. POLICE DEPT,987746,220076,"(40.7707416810001, -73.987379899)"
700076,ff8d9350,02/21/2012 09:00:00 AM,Tuesday,Feb,21,2012,9,2,21,2012,GRAND LARCENY,FELONY,F,20,MANHATTAN,N.Y. POLICE DEPT,989558,224206,"(40.7820765450001, -73.9808348029999)"
700077,2e7ec22f,02/21/2012 09:00:00 AM,Tuesday,Feb,21,2012,9,3,21,2012,GRAND LARCENY,FELONY,I,40,BRONX,N.Y. POLICE DEPT,1006998,234379,"(40.8099709850001, -73.9178263009999)"
700078,8cca92e5,02/21/2012 09:01:00 AM,Tuesday,Feb,21,2012,9,3,2,2012,ROBBERY,FELONY,G,19,MANHATTAN,N.Y. POLICE DEPT,996861,218302,"(40.765864209, -73.9544754949999)"
700079,45d1913f,02/21/2012 09:25:00 AM,Tuesday,Feb,21,2012,9,2,21,2012,BURGLARY,FELONY,D,9,MANHATTAN,N.Y. POLICE DEPT,987311,204629,"(40.7283437150001, -73.9889573999999)"
700080,394c30c4,02/21/2012 09:44:00 AM,Tuesday,Feb,21,2012,9,2,21,2012,GRAND LARCENY,FELONY,F,1,MANHATTAN,N.Y. POLICE DEPT,981503,199243,"(40.713560543, -74.009910388)"
700081,22dd9523,10/10/2013 05:00:00 PM,Thursday,Oct,10,2013,17,10,10,2013,GRAND LARCENY,FELONY,B,18,MANHATTAN,N.Y. POLICE DEPT,991042,215966,"(40.759458873, -73.975484557)"
700082,e3d8f59b,10/10/2013 05:00:00 PM,Thursday,Oct,10,2013,17,10,10,2013,GRAND LARCENY,FELONY,F,26,MANHATTAN,N.Y. POLICE DEPT,998178,238002,"(40.8199334130001, -73.94968025)"
700083,76b25aa6,10/10/2013 05:00:00 PM,Thursday,Oct,10,2013,17,10,15,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,26,MANHATTAN,N.Y. POLICE DEPT,996241,236149,"(40.814850289, -73.956681848)"
700084,b6a3329d,10/10/2013 05:15:00 PM,Thursday,Oct,10,2013,17,10,11,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,121,STATEN ISLAND,N.Y. POLICE DEPT,947264,167623,"(40.6266939170001, -74.133243244)"
700085,a32796f5,10/10/2013 05:15:00 PM,Thursday,Oct,10,2013,17,10,10,2013,GRAND LARCENY,FELONY,G,72,BROOKLYN,N.Y. POLICE DEPT,979036,172660,"(40.6405950930001, -74.018788747)"
700086,99a53e09,10/10/2013 05:15:00 PM,Thursday,Oct,10,2013,17,10,10,2013,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,987220,212676,"(40.7504307680001, -73.989282176)"
700087,113da979,10/10/2013 05:15:00 PM,Thursday,Oct,10,2013,17,10,10,2013,FELONY ASSAULT,FELONY,H,41,BRONX,N.Y. POLICE DEPT,1015150,240413,"(40.826507857, -73.888350165)"
700088,2d6eff00,10/10/2013 05:30:00 PM,Thursday,Oct,10,2013,17,10,10,2013,GRAND LARCENY,FELONY,K,61,BROOKLYN,N.Y. POLICE DEPT,995790,161364,"(40.6095839590001, -73.958439342)"
700089,3933fac2,10/10/2013 05:30:00 PM,Thursday,Oct,10,2013,17,10,10,2013,ROBBERY,FELONY,E,69,BROOKLYN,N.Y. POLICE DEPT,1012170,168964,"(40.630407898, -73.899414259)"
700090,e9ad6dc8,10/10/2013 05:30:00 PM,Thursday,Oct,10,2013,17,10,10,2013,ROBBERY,FELONY,C,41,BRONX,N.Y. POLICE DEPT,1015252,236829,"(40.8166704400001, -73.8879981649999)"
700091,edcf0d,10/10/2013 05:58:00 PM,Thursday,Oct,10,2013,17,10,10,2013,BURGLARY,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1022997,215835,"(40.7590170220001, -73.860138354)"
700092,9eb382d3,10/10/2013 06:00:00 PM,Thursday,Oct,10,2013,18,11,17,2013,BURGLARY,FELONY,K,122,STATEN ISLAND,N.Y. POLICE DEPT,950385,147411,"(40.5712285920001, -74.121898551)"
700093,588b8aa7,10/10/2013 06:00:00 PM,Thursday,Oct,10,2013,18,10,24,2013,GRAND LARCENY,FELONY,G,1,MANHATTAN,N.Y. POLICE DEPT,982117,201543,"(40.719873663, -74.007696305)"
700094,b9a4b3db,10/10/2013 06:00:00 PM,Thursday,Oct,10,2013,18,10,11,2013,ROBBERY,FELONY,A,9,MANHATTAN,N.Y. HOUSING POLICE,991204,201754,"(40.720450333, -73.9749144799999)"
700095,c665e627,10/10/2013 06:00:00 PM,Thursday,Oct,10,2013,18,10,14,2013,GRAND LARCENY,FELONY,D,10,MANHATTAN,N.Y. POLICE DEPT,983229,210993,"(40.7458117950001, -74.0036861689999)"
700096,3d8de6bd,10/10/2013 06:00:00 PM,Thursday,Oct,10,2013,18,10,10,2013,ROBBERY,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1021013,216795,"(40.7616604450001, -73.867294638)"
700097,53b128e4,10/10/2013 06:15:00 PM,Thursday,Oct,10,2013,18,10,23,2013,FELONY ASSAULT,FELONY,A,69,BROOKLYN,N.Y. POLICE DEPT,1009508,173530,"(40.6429485800001, -73.9089875289999)"
700098,a78aa4d,10/10/2013 06:30:00 PM,Thursday,Oct,10,2013,18,10,14,2013,BURGLARY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,987473,213443,"(40.752535901, -73.988368685)"
700099,31d844d7,10/10/2013 06:30:00 PM,Thursday,Oct,10,2013,18,10,11,2013,BURGLARY,FELONY,J,32,MANHATTAN,N.Y. POLICE DEPT,999943,237471,"(40.8184730080001, -73.943304631)"
700100,ea0d2d92,10/10/2013 06:30:00 PM,Thursday,Oct,10,2013,18,10,10,2013,ROBBERY,FELONY,C,62,BROOKLYN,N.Y. POLICE DEPT,983393,158818,"(40.602603179, -74.0030876609999)"
700101,27b776c0,10/27/2014 05:00:00 AM,Monday,Oct,27,2014,5,10,27,2014,FELONY ASSAULT,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1003111,251977,"(40.858281565, -73.931818262)"
700102,fb78ff6b,10/27/2014 05:11:00 AM,Monday,Oct,27,2014,5,10,27,2014,RAPE,FELONY,H,72,BROOKLYN,N.Y. POLICE DEPT,983964,179071,"(40.6581934320001, -74.0010322429999)"
700103,53f93aef,10/27/2014 05:15:00 AM,Monday,Oct,27,2014,5,10,27,2014,ROBBERY,FELONY,E,70,BROOKLYN,N.Y. POLICE DEPT,990526,169514,"(40.6319593050001, -73.9773904209999)"
700104,3f0b593,10/27/2014 05:20:00 AM,Monday,Oct,27,2014,5,10,27,2014,BURGLARY,FELONY,F,6,MANHATTAN,N.Y. POLICE DEPT,983298,207370,"(40.7358675670001, -74.003436639)"
700105,5ac27763,10/27/2014 05:27:00 AM,Monday,Oct,27,2014,5,10,27,2014,FELONY ASSAULT,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1010327,253958,"(40.863700447, -73.905724473)"
700106,3843808d,10/27/2014 05:30:00 AM,Monday,Oct,27,2014,5,10,28,2014,GRAND LARCENY,FELONY,H,75,BROOKLYN,N.Y. POLICE DEPT,1018330,186538,"(40.6786230920001, -73.877132893)"
700107,76c50fc4,10/27/2014 05:30:00 AM,Monday,Oct,27,2014,5,10,27,2014,ROBBERY,FELONY,E,114,QUEENS,N.Y. POLICE DEPT,1004395,214053,"(40.7541878380001, -73.92729035)"
700108,22905ce4,10/27/2014 05:30:00 AM,Monday,Oct,27,2014,5,10,29,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,P,46,BRONX,N.Y. POLICE DEPT,1008470,251020,"(40.855641813, -73.912448753)"
700109,c0c99a84,10/27/2014 06:15:00 AM,Monday,Oct,27,2014,6,10,27,2014,FELONY ASSAULT,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1031076,193779,"(40.6984396940001, -73.831129539)"
700110,f446027b,10/27/2014 06:20:00 AM,Monday,Oct,27,2014,6,10,27,2014,ROBBERY,FELONY,H,109,QUEENS,N.Y. POLICE DEPT,1037323,217106,"(40.7624311960001, -73.8084166199999)"
700111,31b6ef7a,10/27/2014 06:30:00 AM,Monday,Oct,27,2014,6,10,27,2014,FELONY ASSAULT,FELONY,H,109,QUEENS,N.Y. POLICE DEPT,1037348,217356,"(40.76311723, -73.8083243999999)"
700112,570d64eb,10/27/2014 06:50:00 AM,Monday,Oct,27,2014,6,10,27,2014,FELONY ASSAULT,FELONY,D,48,BRONX,N.Y. POLICE DEPT,1015600,246925,"(40.8443798180001, -73.886693742)"
700113,87dc0339,10/27/2014 06:55:00 AM,Monday,Oct,27,2014,6,11,7,2014,BURGLARY,FELONY,G,17,MANHATTAN,N.Y. POLICE DEPT,993045,215899,"(40.7592732100001, -73.968254471)"
700114,c610f5b9,10/27/2014 07:00:00 AM,Monday,Oct,27,2014,7,11,7,2014,GRAND LARCENY,FELONY,N,75,BROOKLYN,N.Y. POLICE DEPT,1016506,176978,"(40.6523898670001, -73.883754686)"
700115,cb226d96,10/27/2014 07:00:00 AM,Monday,Oct,27,2014,7,10,27,2014,ROBBERY,FELONY,I,73,BROOKLYN,N.Y. POLICE DEPT,1011000,182708,"(40.6681357910001, -73.9035749019999)"
700116,e73d5582,10/27/2014 07:00:00 AM,Monday,Oct,27,2014,7,11,4,2014,BURGLARY,FELONY,J,107,QUEENS,N.Y. POLICE DEPT,1035793,201346,"(40.7191830580001, -73.8140604119999)"
700117,87f5c70b,10/27/2014 07:00:00 AM,Monday,Oct,27,2014,7,10,28,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,33,MANHATTAN,N.Y. POLICE DEPT,1000665,246136,"(40.8422546360001, -73.940674937)"
700118,f6bcf877,10/27/2014 07:20:00 AM,Monday,Oct,27,2014,7,10,27,2014,BURGLARY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,984086,165781,"(40.6217152230001, -74.000592206)"
700119,c7bbfd60,10/27/2014 07:20:00 AM,Monday,Oct,27,2014,7,10,27,2014,GRAND LARCENY,FELONY,J,90,BROOKLYN,N.Y. POLICE DEPT,1001998,197770,"(40.7095001370001, -73.9359849959999)"
700120,c282e82b,10/27/2014 07:30:00 AM,Monday,Oct,27,2014,7,12,17,2014,RAPE,FELONY,A,107,QUEENS,N.Y. POLICE DEPT,1036790,205267,"(40.7299393640001, -73.810433142)"
700121,3d23d931,10/27/2014 07:30:00 AM,Monday,Oct,27,2014,7,10,27,2014,FELONY ASSAULT,FELONY,E,23,MANHATTAN,N.Y. HOUSING POLICE,999452,228508,"(40.7938729040001, -73.945098846)"
700122,4b29476a,02/16/2011 10:30:00 PM,Wednesday,Feb,16,2011,22,2,22,2011,ROBBERY,FELONY,E,42,BRONX,N.Y. POLICE DEPT,1014334,242209,"(40.831440178, -73.89129057)"
700123,ced36d2b,02/16/2011 11:00:00 PM,Wednesday,Feb,16,2011,23,2,17,2011,FELONY ASSAULT,FELONY,F,102,QUEENS,N.Y. POLICE DEPT,1033415,196084,"(40.704753682, -73.822677433)"
700124,7e78ada4,02/16/2011 11:00:00 PM,Wednesday,Feb,16,2011,23,2,17,2011,BURGLARY,FELONY,A,109,QUEENS,N.Y. POLICE DEPT,1033871,210461,"(40.7442124390001, -73.820926774)"
700125,e3d30abf,02/16/2011 11:00:00 PM,Wednesday,Feb,16,2011,23,2,24,2011,GRAND LARCENY,FELONY,F,19,MANHATTAN,N.Y. POLICE DEPT,993063,216978,"(40.7622347710001, -73.968188083)"
700126,7fadc57f,02/16/2011 11:00:00 PM,Wednesday,Feb,16,2011,23,2,17,2011,BURGLARY,FELONY,F,44,BRONX,N.Y. POLICE DEPT,1005101,240943,"(40.827991995, -73.924658651)"
700127,1bd811e5,02/16/2011 11:00:00 PM,Wednesday,Feb,16,2011,23,2,16,2011,ROBBERY,FELONY,G,43,BRONX,N.Y. POLICE DEPT,1025659,241359,"(40.8290613390001, -73.8503721119999)"
700128,b1e5413e,02/16/2011 11:02:00 PM,Wednesday,Feb,16,2011,23,2,17,2011,GRAND LARCENY,FELONY,D,69,BROOKLYN,N.Y. POLICE DEPT,1014793,173241,"(40.64213869, -73.889945046)"
700129,591ec5d9,02/16/2011 11:05:00 PM,Wednesday,Feb,16,2011,23,2,17,2011,ROBBERY,FELONY,C,23,MANHATTAN,N.Y. HOUSING POLICE,997920,227368,"(40.7907464140001, -73.9506340419999)"
700130,c10fdca2,02/16/2011 11:15:00 PM,Wednesday,Feb,16,2011,23,2,17,2011,ROBBERY,FELONY,E,63,BROOKLYN,N.Y. POLICE DEPT,1005877,168276,"(40.628537082, -73.922088195)"
700131,1a914cc2,02/16/2011 11:30:00 PM,Wednesday,Feb,16,2011,23,2,18,2011,BURGLARY,FELONY,K,122,STATEN ISLAND,N.Y. POLICE DEPT,947732,148200,"(40.57338371, -74.1314522769999)"
700132,4ca82bf,02/16/2011 11:30:00 PM,Wednesday,Feb,16,2011,23,2,17,2011,FELONY ASSAULT,FELONY,N,67,BROOKLYN,N.Y. POLICE DEPT,1004500,180655,"(40.662518015, -73.927011804)"
700133,7ea1187,02/16/2011 11:30:00 PM,Wednesday,Feb,16,2011,23,2,18,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1018410,245315,"(40.839950419, -73.8765458249999)"
700134,7fb8ae92,03/09/2011 12:00:00 AM,Wednesday,Mar,9,2011,0,4,23,2011,GRAND LARCENY,FELONY,K,32,MANHATTAN,N.Y. HOUSING POLICE,1000641,237827,"(40.8194488610001, -73.940781977)"
700135,d69a5495,03/09/2011 12:00:00 AM,Wednesday,Mar,9,2011,0,7,25,2012,RAPE,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1017542,255919,"(40.8690585320001, -73.8796301479999)"
700136,6271924e,03/09/2011 12:01:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,GRAND LARCENY,FELONY,F,68,BROOKLYN,N.Y. POLICE DEPT,978972,168177,"(40.6282901710001, -74.0190158469999)"
700137,97bce1a,03/09/2011 12:01:00 AM,Wednesday,Mar,9,2011,0,4,11,2011,GRAND LARCENY,FELONY,A,113,QUEENS,N.Y. POLICE DEPT,1041699,182679,"(40.667910217, -73.7929138279999)"
700138,6848bda3,03/09/2011 12:01:00 AM,Wednesday,Mar,9,2011,0,6,1,2011,FELONY ASSAULT,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1016152,183429,"(40.6700977090001, -73.884999937)"
700139,897fd743,03/09/2011 12:01:00 AM,Wednesday,Mar,9,2011,0,6,1,2011,FELONY ASSAULT,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1016152,183429,"(40.6700977090001, -73.884999937)"
700140,aca420c,03/09/2011 12:15:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,FELONY ASSAULT,FELONY,H,73,BROOKLYN,N.Y. HOUSING POLICE,1010869,183398,"(40.6700300810001, -73.904044397)"
700141,baa4bc72,03/09/2011 12:15:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,ROBBERY,FELONY,I,115,QUEENS,N.Y. POLICE DEPT,1022862,212950,"(40.75109903, -73.860642223)"
700142,b9aabbab,02/28/2011 09:30:00 AM,Monday,Feb,28,2011,9,2,28,2011,BURGLARY,FELONY,K,67,BROOKLYN,N.Y. POLICE DEPT,1004460,174124,"(40.6445919390001, -73.9271755509999)"
700171,59dc507d,05/29/2013 08:00:00 AM,Wednesday,May,29,2013,8,6,13,2013,GRAND LARCENY,FELONY,G,17,MANHATTAN,N.Y. POLICE DEPT,993166,215385,"(40.757862291, -73.9678183839999)"
700143,c0d04299,02/28/2011 09:30:00 AM,Monday,Feb,28,2011,9,2,28,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1030197,213404,"(40.7523100720001, -73.834165545)"
700144,99118278,02/28/2011 09:30:00 AM,Monday,Feb,28,2011,9,3,30,2011,FELONY ASSAULT,FELONY,A,41,BRONX,N.Y. POLICE DEPT,1017933,232218,"(40.804004719, -73.8783354609999)"
700145,623836fd,02/28/2011 09:30:00 AM,Monday,Feb,28,2011,9,3,1,2011,GRAND LARCENY,FELONY,H,52,BRONX,N.Y. POLICE DEPT,1014994,256310,"(40.870140948, -73.888840951)"
700146,c3b2341,02/28/2011 09:39:00 AM,Monday,Feb,28,2011,9,2,28,2011,BURGLARY,FELONY,F,52,BRONX,N.Y. POLICE DEPT,1014378,255938,"(40.8691220470001, -73.89106988)"
700147,8c11f9f6,02/28/2011 09:40:00 AM,Monday,Feb,28,2011,9,2,28,2011,BURGLARY,FELONY,E,69,BROOKLYN,N.Y. POLICE DEPT,1011313,169770,"(40.6326228560001, -73.902498532)"
700148,d194e7b8,02/28/2011 09:40:00 AM,Monday,Feb,28,2011,9,2,28,2011,BURGLARY,FELONY,D,33,MANHATTAN,N.Y. POLICE DEPT,1000669,247149,"(40.845035017, -73.940658001)"
700149,291e5d93,02/28/2011 10:00:00 AM,Monday,Feb,28,2011,10,3,28,2011,GRAND LARCENY,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1019104,211659,"(40.747571174, -73.8742123439999)"
700150,c904c597,02/28/2011 10:00:00 AM,Monday,Feb,28,2011,10,2,28,2011,BURGLARY,FELONY,M,109,QUEENS,N.Y. POLICE DEPT,1026969,219102,"(40.7679657840001, -73.845780092)"
700151,f1e248ae,02/28/2011 10:00:00 AM,Monday,Feb,28,2011,10,3,7,2011,GRAND LARCENY,FELONY,J,24,MANHATTAN,N.Y. POLICE DEPT,992084,230301,"(40.798803805, -73.971706566)"
