OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
700274,ff9341,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,17,2010,GRAND LARCENY,FELONY,F,20,MANHATTAN,N.Y. POLICE DEPT,990508,224133,"(40.781875557, -73.977404518)"
700275,57682aa7,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,17,2010,BURGLARY,FELONY,A,25,MANHATTAN,N.Y. POLICE DEPT,1002065,229163,"(40.7956658200001, -73.935660162)"
700276,705057f4,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,19,2010,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,43,BRONX,N.Y. POLICE DEPT,1024422,243394,"(40.8346525360001, -73.854829755)"
700277,3e094e04,12/16/2010 10:03:00 PM,Thursday,Dec,16,2010,22,12,17,2010,BURGLARY,FELONY,G,106,QUEENS,N.Y. POLICE DEPT,1034239,189967,"(40.687959354, -73.819750907)"
700278,40d8d3cb,12/16/2010 10:15:00 PM,Thursday,Dec,16,2010,22,12,16,2010,FELONY ASSAULT,FELONY,H,60,BROOKLYN,N.Y. POLICE DEPT,983408,149079,"(40.575871566, -74.003032428)"
700279,441c36b4,12/16/2010 10:30:00 PM,Thursday,Dec,16,2010,22,12,17,2010,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,993188,150372,"(40.5794161330001, -73.967825161)"
700280,b1e217b5,06/15/2012 06:00:00 PM,Friday,Jun,15,2012,18,6,15,2012,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,990505,214176,"(40.754546175, -73.977424615)"
700281,3bd44b20,06/15/2012 06:00:00 PM,Friday,Jun,15,2012,18,6,16,2012,BURGLARY,FELONY,F,111,QUEENS,N.Y. POLICE DEPT,1050321,216465,"(40.7605842410001, -73.7615024799999)"
700282,e280d9fb,06/15/2012 06:00:00 PM,Friday,Jun,15,2012,18,6,15,2012,GRAND LARCENY,FELONY,D,20,MANHATTAN,N.Y. POLICE DEPT,990379,222043,"(40.776139148, -73.977872229)"
700283,d100e8ba,06/15/2012 06:00:00 PM,Friday,Jun,15,2012,18,6,15,2012,GRAND LARCENY,FELONY,C,25,MANHATTAN,N.Y. POLICE DEPT,1000033,231677,"(40.802569927, -73.942993096)"
700284,c34965c7,06/15/2012 06:00:00 PM,Friday,Jun,15,2012,18,6,15,2012,BURGLARY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001730,246719,"(40.843852757, -73.9368243329999)"
700285,a418c82d,06/15/2012 06:04:00 PM,Friday,Jun,15,2012,18,6,15,2012,GRAND LARCENY,FELONY,E,75,BROOKLYN,N.Y. POLICE DEPT,1013371,182883,"(40.6686086460001, -73.895027337)"
700286,47deeda0,06/15/2012 06:10:00 PM,Friday,Jun,15,2012,18,6,15,2012,ROBBERY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,990879,217248,"(40.762977758, -73.976071669)"
700287,6c92c473,06/15/2012 06:10:00 PM,Friday,Jun,15,2012,18,6,15,2012,GRAND LARCENY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1014295,253237,"(40.8617089090001, -73.891382086)"
700288,9663f440,06/15/2012 06:20:00 PM,Friday,Jun,15,2012,18,6,15,2012,ROBBERY,FELONY,I,75,BROOKLYN,N.Y. HOUSING POLICE,1019405,182905,"(40.668647128, -73.873276152)"
700289,df2b656,06/15/2012 06:30:00 PM,Friday,Jun,15,2012,18,6,15,2012,FELONY ASSAULT,FELONY,N,75,BROOKLYN,N.Y. POLICE DEPT,1017080,174596,"(40.6458496880001, -73.881697655)"
700290,bf0171b,06/15/2012 06:30:00 PM,Friday,Jun,15,2012,18,6,17,2012,GRAND LARCENY,FELONY,A,1,MANHATTAN,N.Y. POLICE DEPT,982774,198191,"(40.7106733570001, -74.005325423)"
700291,7174d8b9,06/15/2012 06:30:00 PM,Friday,Jun,15,2012,18,6,15,2012,GRAND LARCENY,FELONY,J,45,BRONX,N.Y. POLICE DEPT,1033597,255731,"(40.868467378, -73.821582846)"
700292,1f86101d,06/15/2012 06:35:00 PM,Friday,Jun,15,2012,18,6,15,2012,ROBBERY,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1016531,245903,"(40.8415713750001, -73.883333769)"
700293,532bbd64,06/15/2012 06:40:00 PM,Friday,Jun,15,2012,18,10,25,2012,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
700294,91f08fda,06/15/2012 06:57:00 PM,Friday,Jun,15,2012,18,6,15,2012,FELONY ASSAULT,FELONY,G,83,BROOKLYN,N.Y. POLICE DEPT,1009438,191145,"(40.6912980160001, -73.9091739529999)"
700295,6a22960e,06/15/2012 07:00:00 PM,Friday,Jun,15,2012,19,6,19,2012,BURGLARY,FELONY,D,123,STATEN ISLAND,N.Y. POLICE DEPT,918301,135293,"(40.5377865140001, -74.237266378)"
700296,f1f9f40b,06/15/2012 07:00:00 PM,Friday,Jun,15,2012,19,6,15,2012,GRAND LARCENY,FELONY,M,105,QUEENS,N.Y. POLICE DEPT,1059287,206384,"(40.7328430050001, -73.729250242)"
700297,877887c4,06/15/2012 07:00:00 PM,Friday,Jun,15,2012,19,6,18,2012,GRAND LARCENY,FELONY,D,10,MANHATTAN,N.Y. POLICE DEPT,983489,211462,"(40.747099109, -74.0027479)"
700298,fc81362c,06/15/2012 07:00:00 PM,Friday,Jun,15,2012,19,6,15,2012,GRAND LARCENY,FELONY,G,14,MANHATTAN,N.Y. POLICE DEPT,987419,213915,"(40.753831441, -73.9885633649999)"
700299,e47b3be4,06/15/2012 07:00:00 PM,Friday,Jun,15,2012,19,6,21,2012,BURGLARY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1016530,251528,"(40.857010331, -73.883310302)"
700300,3d6023c4,07/09/2011 08:25:00 AM,Saturday,Jul,9,2011,8,7,9,2011,FELONY ASSAULT,FELONY,C,109,QUEENS,N.Y. POLICE DEPT,1035109,210965,"(40.7455887570001, -73.8164552219999)"
700301,beacdaca,07/09/2011 08:30:00 AM,Saturday,Jul,9,2011,8,7,10,2011,BURGLARY,FELONY,P,122,STATEN ISLAND,N.Y. POLICE DEPT,943852,154762,"(40.5913782490001, -74.1454579919999)"
700302,dc093a54,07/09/2011 08:30:00 AM,Saturday,Jul,9,2011,8,7,9,2011,ROBBERY,FELONY,A,84,BROOKLYN,N.Y. TRANSIT POLICE,986754,191591,"(40.6925576690001, -73.990971896)"
700303,9ba94084,07/09/2011 08:30:00 AM,Saturday,Jul,9,2011,8,7,9,2011,BURGLARY,FELONY,B,84,BROOKLYN,N.Y. POLICE DEPT,986080,193091,"(40.6966749870001, -73.993401966)"
700304,bb5b093b,07/09/2011 08:30:00 AM,Saturday,Jul,9,2011,8,7,9,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,110,QUEENS,N.Y. POLICE DEPT,1024668,210749,"(40.745049776, -73.85413721)"
700305,6238ee0a,07/09/2011 08:30:00 AM,Saturday,Jul,9,2011,8,7,9,2011,BURGLARY,FELONY,D,40,BRONX,N.Y. POLICE DEPT,1009903,236353,"(40.8153811060001, -73.907324708)"
700306,78f45006,07/09/2011 08:50:00 AM,Saturday,Jul,9,2011,8,7,9,2011,ROBBERY,FELONY,C,30,MANHATTAN,N.Y. STATE PARKS,997531,240601,"(40.8270679280001, -73.952012686)"
700307,ab5e3712,07/09/2011 09:00:00 AM,Saturday,Jul,9,2011,9,7,15,2011,GRAND LARCENY,FELONY,C,90,BROOKLYN,N.Y. HOUSING POLICE,994403,196048,"(40.704785627, -73.9633825019999)"
700308,c46d48ef,07/09/2011 09:00:00 AM,Saturday,Jul,9,2011,9,7,10,2011,GRAND LARCENY,FELONY,D,46,BRONX,N.Y. TRANSIT POLICE,1012539,253107,"(40.861357899, -73.897730961)"
700309,728db272,07/09/2011 09:05:00 AM,Saturday,Jul,9,2011,9,7,19,2011,ROBBERY,FELONY,A,50,BRONX,N.Y. POLICE DEPT,1011470,259560,"(40.8790727640001, -73.901569396)"
700310,941928f5,07/09/2011 09:15:00 AM,Saturday,Jul,9,2011,9,7,10,2011,GRAND LARCENY,FELONY,J,107,QUEENS,N.Y. POLICE DEPT,1036708,203959,"(40.7263497170001, -73.810739199)"
700311,bda664a1,07/09/2011 09:15:00 AM,Saturday,Jul,9,2011,9,7,10,2011,GRAND LARCENY,FELONY,B,108,QUEENS,N.Y. TRANSIT POLICE,999520,211112,"(40.746125297, -73.9448927839999)"
700312,3fac4648,07/09/2011 09:15:00 AM,Saturday,Jul,9,2011,9,7,9,2011,GRAND LARCENY,FELONY,E,17,MANHATTAN,N.Y. TRANSIT POLICE,992033,215119,"(40.7571332580001, -73.971908352)"
700313,289a07c1,07/09/2011 09:15:00 AM,Saturday,Jul,9,2011,9,7,9,2011,BURGLARY,FELONY,A,40,BRONX,N.Y. POLICE DEPT,1006853,233369,"(40.807199186, -73.9183535019999)"
700314,44558730,07/09/2011 09:30:00 AM,Saturday,Jul,9,2011,9,7,11,2011,GRAND LARCENY,FELONY,D,13,MANHATTAN,N.Y. POLICE DEPT,988545,208820,"(40.7398464680001, -73.9845024699999)"
700315,f9f47fd2,07/09/2011 09:30:00 AM,Saturday,Jul,9,2011,9,7,15,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,P,114,QUEENS,N.Y. POLICE DEPT,1002904,218270,"(40.7657656910001, -73.932660243)"
700316,898ad181,07/09/2011 09:30:00 AM,Saturday,Jul,9,2011,9,7,9,2011,BURGLARY,FELONY,A,42,BRONX,N.Y. POLICE DEPT,1012728,246347,"(40.8428031080001, -73.8970764009999)"
700317,2845bbdb,07/09/2011 09:58:00 AM,Saturday,Jul,9,2011,9,7,9,2011,GRAND LARCENY,FELONY,D,33,MANHATTAN,N.Y. POLICE DEPT,1001452,248252,"(40.8480609370001, -73.937825162)"
700318,8b802528,07/09/2011 10:00:00 AM,Saturday,Jul,9,2011,10,7,18,2011,BURGLARY,FELONY,R,122,STATEN ISLAND,N.Y. POLICE DEPT,940940,161438,"(40.609688739, -74.155985688)"
700319,bc6a7553,07/09/2011 10:00:00 AM,Saturday,Jul,9,2011,10,7,9,2011,FELONY ASSAULT,FELONY,G,67,BROOKLYN,N.Y. POLICE DEPT,1001520,173882,"(40.643933922, -73.9377703339999)"
700320,a86eea14,06/28/2012 11:45:00 AM,Thursday,Jun,28,2012,11,6,28,2012,GRAND LARCENY,FELONY,H,18,MANHATTAN,N.Y. POLICE DEPT,988993,218612,"(40.7667228, -73.982878908)"
700321,598400fa,06/28/2012 11:50:00 AM,Thursday,Jun,28,2012,11,7,1,2012,GRAND LARCENY,FELONY,F,69,BROOKLYN,N.Y. POLICE DEPT,1013227,171911,"(40.638493388, -73.8955935609999)"
700322,861547d1,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,8,31,2012,BURGLARY,FELONY,B,66,BROOKLYN,N.Y. POLICE DEPT,990627,166800,"(40.6245098730001, -73.9770291039999)"
700323,b2130135,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,7,19,2012,GRAND LARCENY,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1044912,181276,"(40.664037874, -73.78134453)"
700324,880fc36d,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,6,29,2012,BURGLARY,FELONY,D,113,QUEENS,N.Y. POLICE DEPT,1049954,184345,"(40.672425586, -73.763140753)"
700325,464852c3,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,7,10,2012,BURGLARY,FELONY,J,81,BROOKLYN,N.Y. POLICE DEPT,1005570,186646,"(40.678959455, -73.923136122)"
700326,edcf695d,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,8,30,2012,BURGLARY,FELONY,K,79,BROOKLYN,N.Y. POLICE DEPT,996351,192735,"(40.695689767, -73.95636258)"
700327,13690b4a,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,10,12,2012,GRAND LARCENY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1040904,197433,"(40.7084115800001, -73.7956555059999)"
700328,3f1024de,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,7,25,2012,GRAND LARCENY,FELONY,B,112,QUEENS,N.Y. POLICE DEPT,1026819,201907,"(40.7207705980001, -73.8464304359999)"
700329,dafaad0a,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,7,10,2012,GRAND LARCENY,FELONY,F,10,MANHATTAN,N.Y. POLICE DEPT,986034,216057,"(40.7597110740001, -73.99356177)"
700330,39b28b79,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,6,28,2012,BURGLARY,FELONY,J,109,QUEENS,N.Y. POLICE DEPT,1031182,217832,"(40.7644586070001, -73.830579497)"
700331,4e84037d,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,6,28,2012,BURGLARY,FELONY,D,48,BRONX,N.Y. HOUSING POLICE,1013667,246291,"(40.8426463260001, -73.8936829209999)"
700332,72f479c5,06/28/2012 12:00:00 PM,Thursday,Jun,28,2012,12,7,1,2012,GRAND LARCENY,FELONY,,6,MANHATTAN,N.Y. POLICE DEPT,982752,206772,"(40.734226128, -74.005406689)"
700333,86f6fa8b,06/28/2012 12:30:00 PM,Thursday,Jun,28,2012,12,6,28,2012,GRAND LARCENY,FELONY,I,81,BROOKLYN,N.Y. POLICE DEPT,1003918,188145,"(40.683077693, -73.929087725)"
700334,7007930,06/28/2012 12:30:00 PM,Thursday,Jun,28,2012,12,6,29,2012,GRAND LARCENY,FELONY,G,90,BROOKLYN,N.Y. POLICE DEPT,1000267,194771,"(40.701271891, -73.942235786)"
700335,f7b1581a,06/28/2012 12:30:00 PM,Thursday,Jun,28,2012,12,6,28,2012,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,992958,219422,"(40.7689430230001, -73.968563949)"
700336,4f35a9a4,06/28/2012 12:30:00 PM,Thursday,Jun,28,2012,12,6,28,2012,GRAND LARCENY,FELONY,C,40,BRONX,N.Y. POLICE DEPT,1007822,234755,"(40.8110008400001, -73.9148483549999)"
700337,eec597b8,06/28/2012 12:35:00 PM,Thursday,Jun,28,2012,12,8,8,2012,GRAND LARCENY,FELONY,B,120,STATEN ISLAND,N.Y. POLICE DEPT,963803,165159,"(40.6199843680001, -74.07365419)"
700338,b01122ca,06/28/2012 12:40:00 PM,Thursday,Jun,28,2012,12,6,28,2012,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,993759,218233,"(40.7656787010001, -73.965673872)"
700339,e46a96d9,06/28/2012 12:40:00 PM,Thursday,Jun,28,2012,12,6,28,2012,FELONY ASSAULT,FELONY,J,46,BRONX,N.Y. POLICE DEPT,1008240,249430,"(40.851278365, -73.9132858689999)"
700340,94405012,06/28/2012 12:40:00 PM,Thursday,Jun,28,2012,12,6,28,2012,ROBBERY,FELONY,,120,STATEN ISLAND,N.Y. POLICE DEPT,962748,174174,"(40.644726131, -74.0774831589999)"
700341,6365a521,11/05/2011 12:10:00 AM,Saturday,Nov,5,2011,0,11,5,2011,FELONY ASSAULT,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1032403,194655,"(40.700836984, -73.826337633)"
700342,aa0e71b7,11/05/2011 12:10:00 AM,Saturday,Nov,5,2011,0,11,5,2011,FELONY ASSAULT,FELONY,B,24,MANHATTAN,N.Y. POLICE DEPT,993246,227217,"(40.7903379520001, -73.9675137789999)"
700343,60acf574,11/05/2011 12:20:00 AM,Saturday,Nov,5,2011,0,11,5,2011,FELONY ASSAULT,FELONY,C,73,BROOKLYN,N.Y. POLICE DEPT,1006976,184974,"(40.6743666950001, -73.9180726879999)"
700344,82cdbd5b,11/05/2011 12:30:00 AM,Saturday,Nov,5,2011,0,11,5,2011,GRAND LARCENY,FELONY,D,123,STATEN ISLAND,N.Y. POLICE DEPT,929538,133375,"(40.532598401, -74.19682363)"
700345,c38a3089,11/05/2011 12:30:00 AM,Saturday,Nov,5,2011,0,11,5,2011,GRAND LARCENY,FELONY,E,76,BROOKLYN,N.Y. POLICE DEPT,985482,188137,"(40.683077498, -73.995559422)"
700346,80d7ce21,11/05/2011 12:30:00 AM,Saturday,Nov,5,2011,0,11,5,2011,GRAND LARCENY,FELONY,I,18,MANHATTAN,N.Y. POLICE DEPT,984966,217544,"(40.7637926580001, -73.9974167569999)"
