occurrence_date,object_id,identifier,compstat_date,offense,sector,precinct,borough,jurisdiction,xcoord,ycoord,latitude,longitude
2013-05-29 08:50:00,700482,9c57f5f2,2013-05-29,BURGLARY,B,70,BROOKLYN,N.Y. POLICE DEPT,997688,163683,40.6159464610001,-73.9515989509999
2013-05-29 09:00:00,700483,6f6b9c28,2013-06-03,GRAND LARCENY,I,122,STATEN ISLAND,N.Y. POLICE DEPT,963099,159638,40.60482871,-74.0761727939999
2013-05-29 09:00:00,700484,4f618046,2013-06-09,GRAND LARCENY,C,69,BROOKLYN,N.Y. POLICE DEPT,1010199,169847,40.6328375370001,-73.9065117659999
2013-05-29 09:00:00,700485,d438f825,2013-12-03,GRAND LARCENY,C,106,QUEENS,N.Y. POLICE DEPT,1026458,181705,40.6653225850001,-73.847859348
2013-05-29 09:00:00,700486,1177461c,2013-05-29,BURGLARY,D,106,QUEENS,N.Y. POLICE DEPT,1027653,185738,40.676386474,-73.843525916
2013-05-29 09:00:00,700487,900f1c60,2013-05-29,BURGLARY,H,106,QUEENS,N.Y. POLICE DEPT,1034176,187755,40.6818882860001,-73.8199944629999
2013-05-29 09:00:00,700488,e92ab647,2013-05-29,GRAND LARCENY,F,81,BROOKLYN,N.Y. POLICE DEPT,1003248,189819,40.6876739030001,-73.931498714
2013-05-29 09:00:00,700489,dff7530d,2013-06-02,GRAND LARCENY,C,6,MANHATTAN,N.Y. POLICE DEPT,984932,206521,40.7335372960001,-73.9975406089999
2013-05-29 09:00:00,700490,85f4a2c4,2013-05-31,GRAND LARCENY,A,24,MANHATTAN,N.Y. POLICE DEPT,991376,227057,40.789900501,-73.9742671669999
2013-05-29 09:21:00,700491,1b7bbee5,2013-05-30,GRAND LARCENY,D,43,BRONX,N.Y. POLICE DEPT,1023876,240229,40.8259679940001,-73.856821554
2013-05-29 09:25:00,700492,676aae28,2013-05-29,GRAND LARCENY,C,13,MANHATTAN,N.Y. TRANSIT POLICE,988874,207673,40.73669807,-73.983316026
2013-05-29 09:30:00,700493,871d005f,2013-05-29,BURGLARY,B,7,MANHATTAN,N.Y. POLICE DEPT,987011,199765,40.7149933060001,-73.990041791
2013-05-29 09:50:00,700494,386b7098,2013-05-29,GRAND LARCENY,A,48,BRONX,N.Y. POLICE DEPT,1011779,246746,40.843901255,-73.900504632
2013-05-29 09:55:00,700495,ab3efdb9,2013-05-29,ROBBERY,F,5,MANHATTAN,N.Y. POLICE DEPT,985112,201295,40.7191931780001,-73.99689179
2013-05-29 09:57:00,700496,a167a927,2013-06-04,GRAND LARCENY,I,90,BROOKLYN,N.Y. HOUSING POLICE,1000408,198094,40.710392486,-73.9417192929999
2013-05-29 10:00:00,700497,1eb5ed68,2013-05-29,GRAND LARCENY,A,60,BROOKLYN,N.Y. POLICE DEPT,995445,150152,40.5788097130001,-73.959700459
2013-05-29 10:00:00,700498,3c06dc71,2013-05-30,GRAND LARCENY,A,101,QUEENS,N.Y. POLICE DEPT,1056879,156497,40.5959349660001,-73.738476221
2013-05-29 10:00:00,700499,87e8b48,2013-05-30,GRAND LARCENY,A,78,BROOKLYN,N.Y. POLICE DEPT,986594,182307,40.667075233,-73.9915520919999
2013-05-29 10:00:00,700500,9e27df9f,2013-11-25,GRAND LARCENY,B,13,MANHATTAN,N.Y. POLICE DEPT,989870,207140,40.7352345400001,-73.9797224659999
